"","container.title","published.print","doi","issue","title","volume","author","issn"
"1694","American Economic Journal: Microeconomics","2015-11-01","10.1257/mic.7.4.i","4","Front Matter","7","NULL","1945-7685"
"1695","American Economic Journal: Microeconomics","2019-11-01","10.1257/mic.20160217","4","Teamwork as a Self-Disciplining Device","11","list(given = c(""Matthias"", ""Hendrik""), family = c(""Fahn"", ""Hakenes""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Johannes Kepler University Linz and CESifo, Altenberger Str. 69, 4040 Linz, Austria (email: )"", ""Institute of Finance and Statistics, University of Bonn, Adenauerallee 24-26, 53113 Bonn, Germany, CEPR and CESifo (email: )""))","1945-7685"
"1696","American Economic Journal: Microeconomics","2020-08-01","10.1257/mic.20180133","3","Revealed Preference Analysis with Normal Goods: Application to Cost-of-Living Indices","12","list(given = c(""Laurens"", ""Thomas"", ""Bram"", ""Khushboo""), family = c(""Cherchye"", ""Demuynck"", ""De Rock"", ""Surana""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of Leuven (KU Leuven), E. Sabbelaan 53, B-8500 Kortrijk, Belgium (email: )"", ""ECARES, Université Libre de Bruxelles, Avenue F. D. Roosevelt 50, CP 114, B-1050 Brussels, Belgium (email: )"", ""ECARES, Université Libre de Bruxelles and Department of Economics, University of Leuven (KU Leuven), Avenue F. D. Roosevelt 50, CP 114, B-1050 Brussels, Belgium (email: )"", 
""Department of Economics and Related Studies, University of York, York, YO10 5DD, UK (email: )""))","1945-7685"
"1697","American Economic Journal: Microeconomics","2020-11-01","10.1257/mic.20180220","4","Codiffusion of Technologies in Social Networks","12","list(given = ""Natalia"", family = ""Lazzati"", sequence = ""first"", affiliation.name = ""University of California, Santa Cruz, 1156 High Street, Santa Cruz, CA 95064 (email: )"")","1945-7685"
"1698","American Economic Journal: Microeconomics","2020-11-01","10.1257/mic.20170179","4","Optimal Collateralized Contracts","12","list(given = c(""Dan"", ""Roger""), family = c(""Cao"", ""Lagunoff""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Georgetown University, Washington, DC 20057 (email: )"", ""Department of Economics, Georgetown University, Washington, DC 20057 (email: )""))","1945-7685"
"1699","American Economic Journal: Microeconomics","2020-11-01","10.1257/mic.12.4.i","4","Front Matter","12","NULL","1945-7685"
"1700","American Economic Journal: Microeconomics","2020-11-01","10.1257/mic.20180129","4","Informational Cycles in Search Markets","12","list(given = ""Eeva"", family = ""Mauring"", sequence = ""first"", affiliation.name = ""University of Vienna, Department of Economics, Oskar-Morgenstern-Platz 1, 1090 Vienna, Austria (email: )"")","1945-7685"
"1701","American Economic Journal: Microeconomics","2013-11-01","10.1257/mic.5.4.120","4","Incentive-Compatible Matching Mechanisms: Consistency with Various Stability Notions","5","list(given = ""M. Bumin"", family = ""Yenmez"", sequence = ""first"", affiliation.name = ""Carnegie Mellon University, Tepper School of Business, 5000 Forbes Avenue, Pittsburgh, PA 15213."")","1945-7685"
"1702","American Economic Journal: Microeconomics","2013-08-01","10.1257/mic.5.3.180","3","Behavioral Welfare Economics and Redistribution","5","list(given = c(""Marc"", ""Erik""), family = c(""Fleurbaey"", ""Schokkaert""), sequence = c(""first"", ""additional""), affiliation.name = c(""Woodrow Wilson School, Princeton University, Princeton, NJ 08544."", ""Department of Economics, University of Leuven, Naamsestraat 69, 3000 Leuven (Belgium), and CORE, Université catholique de Louvain.""))","1945-7685"
"1703","American Economic Journal: Microeconomics","2018-11-01","10.1257/mic.20150235","4","Choice, Consideration Sets, and Attribute Filters","10","list(given = ""Mert"", family = ""Kimya"", sequence = ""first"", affiliation.name = ""Department of Economics, Koç University, Rumeli Feneri Yolu, Sariyer 34450, Istanbul, Turkey (email: )"")","1945-7685"
"1704","American Economic Journal: Microeconomics","2011-05-01","10.1257/mic.3.2.194","2","Exclusive Contracts, Innovation, and Welfare","3","list(given = c(""Yongmin"", ""David E. M""), family = c(""Chen"", ""Sappington""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of Colorado, Boulder, Colorado 80309."", ""Department of Economics, P.O. Box 117140, University of Florida, Gainesville, Florida 32611.""))","1945-7685"
"1705","American Economic Journal: Microeconomics","2011-05-01","10.1257/mic.3.2.165","2","The Economics of Contingent Re-Auctions","3","list(given = c(""Sandro"", ""Giuseppe"", ""Leslie M""), family = c(""Brusco"", ""Lopomo"", ""Marx""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, Stony Brook University, Stony Brook, NY 11794-4384."", ""Fuqua School of Business, Duke University, Durham, NC 27708-0120."", ""Fuqua School of Business, Duke University, Durham, NC 27708-0120.""))","1945-7685"
"1706","American Economic Journal: Microeconomics","2010-11-01","10.1257/mic.2.4.171","4","Hicksian Welfare Measures and the Normative Endowment Effect","2","list(given = ""Thomas A"", family = ""Weber"", sequence = ""first"", affiliation.name = ""Department of Management Science and Engineering, Stanford University, Stanford, CA 94305-4121."")","1945-7685"
"1707","American Economic Journal: Microeconomics","2009-07-01","10.1257/mic.1.2.148","2","A “Dual Self” Representation for Stochastic Temptation","1","list(given = c(""Kalyan"", ""R. Vijay""), family = c(""Chatterjee"", ""Krishna""), sequence = c(""first"", ""additional""), affiliation.name = c(""Pennsylvania State University, 609 Kern Building, University Park, PA 16802."", ""University of North Carolina, 107 Gardner Hall, CB 3305, Chapel Hill, NC 27599.""))","1945-7685"
"1708","American Economic Journal: Microeconomics","2010-11-01","10.1257/mic.2.4.38","4","Inequality and Markets: Some Implications of Occupational Diversity","2","list(given = c(""Dilip"", ""Debraj""), family = c(""Mookherjee"", ""Ray""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Boston University, 270 Bay State Road, Boston, MA 02215."", ""Department of Economics, New York University, 19 West 4th Street, New York, NY 10012.""))","1945-7685"
"1709","American Economic Journal: Microeconomics","2014-05-01","10.1257/mic.6.2.1","2","Neural Activity Reveals Preferences without Choices","6","list(given = c(""Alec"", ""B. Douglas"", ""Colin F."", ""Antonio""), family = c(""Smith"", ""Bernheim"", ""Camerer"", ""Rangel""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Humanities and Social Sciences, California Instititue of Technology, MC 228-77, Pasadena, CA 91125 (e-mail: )"", ""Bernheim: Department of Economics, Stanford University, Stanford, CA 94305-6072, and NBER (e-mail: )"", ""Humanities and Social Sciences and Computational and Neural Systems, California Institute of Technology, MC 228-77, Pasadena, CA 91125 (e-mail: )"", 
""Humanities and Social Sciences and Computational and Neural Systems, California Institute of Technology, MC 228-77, Pasadena, CA 91125 (e-mail: )""))","1945-7685"
"1710","American Economic Journal: Microeconomics","2018-02-01","10.1257/mic.20160125","1","Risk and Return in Village Economies","10","list(given = c(""Krislert"", ""Robert M.""), family = c(""Samphantharak"", ""Townsend""), sequence = c(""first"", ""additional""), affiliation.name = c(""School of Global Policy and Strategy, University of California, San Diego, 9500 Gilman Drive #0519, La Jolla, CA 92093(email: )"", ""Department of Economics, Massachusetts Institute of Technology, 77 Massachusetts Avenue, E52–538, Cambridge, MA 02139(email: )""))","1945-7685"
"1711","American Economic Journal: Microeconomics","2012-02-01","10.1257/mic.4.1.209","1","Diverging Opinions","4","list(given = c(""James"", ""Tymofiy""), family = c(""Andreoni"", ""Mylovanov""), sequence = c(""first"", ""additional""), affiliation.name = c(""University of California, San Diego, Department of Economics, 9500 Gillman Drive, La Jolla, CA 92093-0508."", ""University of Pennsylvania, Department of Economics, 3718 Locust Walk, Philadelphia, PA 19104.""))","1945-7685"
"1712","American Economic Journal: Microeconomics","2011-08-01","10.1257/mic.3.3.193","3","Names and Reputations: An Empirical Analysis","3","list(given = ""Ryan C"", family = ""McDevitt"", sequence = ""first"", affiliation.name = ""University of Rochester, Simon Graduate School of Business, 3-110 Carol Simon Hall, Rochester, New York 14627."")","1945-7685"
"1713","American Economic Journal: Microeconomics","2016-11-01","10.1257/mic.20160018","4","Achieving Efficiency in Dynamic Contribution Games","8","list(given = c(""Jakša"", ""George""), family = c(""Cvitanic"", ""Georgiadis""), sequence = c(""first"", ""additional""), affiliation.name = c(""Division of the Humanities and Social Sciences, California Institute of Technology, 1200 E. California Blvd., Pasadena, CA 91125 (e-mail: )"", ""Kellogg School of Management, Northwestern University, 2001 Sheridan Rd., Evanston, IL 60208 (e-mail: )""))","1945-7685"
"1714","American Economic Journal: Microeconomics","2013-08-01","10.1257/mic.5.3.69","3","Homophily in Peer Groups","5","list(given = c(""Mariagiovanna"", ""Leeat""), family = c(""Baccara"", ""Yariv""), sequence = c(""first"", ""additional""), affiliation.name = c(""Olin Business School, Washington University in St. Louis, Campus Box 1133, One Brookings Drive, St. Louis, MO 63130."", ""Division of Humanities and Social Sciences, California Institute of Technology, MC 228-77, Pasadena, CA 91125.""))","1945-7685"
"1715","American Economic Journal: Microeconomics","2010-11-01","10.1257/mic.2.4.221","4","Naïve Herding in Rich-Information Settings","2","list(given = c(""Erik"", ""Matthew""), family = c(""Eyster"", ""Rabin""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, London School of Economics, Houghton Street, London WC2A 2AE United Kingdom."", ""Department of Economics, University of California, Berkeley, 549 Evans Hall, #3880 Berkeley, CA 94720-3880.""))","1945-7685"
"1716","American Economic Journal: Microeconomics","2014-08-01","10.1257/mic.6.3.256","3","Resisting Moral Wiggle Room: How Robust Is Reciprocal Behavior?","6","list(given = c(""Joël J."", ""Julija"", ""Michael"", ""Guido""), family = c(""van der Weele"", ""Kulisa"", ""Kosfeld"", ""Friebel""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of Amsterdam, Roeterstraat 11, NL-1018 WB, Amsterdam, Netherlands and CREED (e-mail: )"", ""Department of Management and Microeconomics, Goethe  University Frankfurt, Grüneburgplatz 1, D-60323 Frankfurt, Germany (e-mail: )"", ""Department of Management and Microeconomics, Goethe University Frankfurt, Grüneburgplatz 1, D-60323 Frankfurt, Germany (e-mail: )"", 
""Department of Management and Microeconomics, Goethe University Frankfurt, Grüneburgplatz 1, D-60323 Frankfurt, Germany (e-mail: )""))","1945-7685"
"1717","American Economic Journal: Microeconomics","2015-02-01","10.1257/mic.20110077","1","Repeated Interaction and Rating Inflation: A Model of Double Reputation","7","list(given = ""Sivan"", family = ""Frenkel"", sequence = ""first"", affiliation.name = ""Center for the Study of Rationality and the School of Business Administration, Hebrew University of Jerusalem, (e-mail: )."")","1945-7685"
"1718","American Economic Journal: Microeconomics","2013-02-01","10.1257/mic.5.1.28","1","Revealed Preference in a Discrete Consumption Space","5","list(given = c(""Matthew"", ""John K.-H""), family = c(""Polisson"", ""Quah""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of Leicester, University Road, Leicester, LE1 7RH, UK and Institute for Fiscal Studies, 7 Ridgmount Street, London, WC1E 7AE, UK."", ""Department of Economics, University of Oxford, Manor Road, Oxford, OX1 3UQ, UK.""))","1945-7685"
"1719","American Economic Journal: Microeconomics","2012-08-01","10.1257/mic.4.3.121","3","Religious Beliefs, Religious Participation, and Cooperation","4","list(given = c(""Gilat"", ""Ronny""), family = c(""Levy"", ""Razin""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, London School of Economics, Houghton Street, London WC2A 2AE, United Kingdom."", ""Department of Economics, London School of Economics, Houghton Street, London WC2A 2AE, United Kingdom.""))","1945-7685"
"1720","American Economic Journal: Microeconomics","2015-02-01","10.1257/mic.20130055","1","Mobility and Conflict","7","list(given = c(""Sourav"", ""Joyee"", ""Tapas""), family = c(""Bhattacharya"", ""Deb"", ""Kundu""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""University of Pittsburgh, 4528 Wesley W. Posvar Hall, Pittsburgh, PA 15260 (e-mail: )"", ""New York University, 44 W Fourth Street, New York, NY 10014 (e-mail: )"", ""School of Business and Economics, University of Tromsø, Tromsø 9037, Norway (e-mail: ).""))","1945-7685"
"1721","American Economic Journal: Microeconomics","2021-11-01","10.1257/mic.20190091","4","Fair Social Ordering, Egalitarianism, and Animal Welfare","13","list(given = c(""Marc"", ""Martin""), family = c(""Fleurbaey"", ""Van der Linden""), sequence = c(""first"", ""additional""), affiliation.name = c(""Woodrow Wilson School of Public and International Affairs, Princeton University (email: )"", ""Department of Quantitative Theory and Methods, Emory University (email: )""))","1945-7685"
"1722","American Economic Journal: Microeconomics","2013-05-01","10.1257/mic.5.2.73","2","Why People Vote: Ethical Motives and Social Incentives","5","list(given = c(""S. Nageeb"", ""Charles""), family = c(""Ali"", ""Lin""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of California, San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0508."", ""Department of Economics, University of California, San Diego, 9500 Gilman Drive, La Jolla, CA 92093-0508.""))","1945-7685"
"1723","American Economic Journal: Microeconomics","2021-11-01","10.1257/mic.20190018","4","Cost and Efficiency in Government Outsourcing: Evidence from the Dredging Industry","13","list(given = ""Aaron"", family = ""Barkley"", sequence = ""first"", affiliation.name = ""University of Melbourne (email: )"")","1945-7685"
"1724","American Economic Journal: Microeconomics","2021-11-01","10.1257/mic.20180336","4","Spillover Effects of Institutions on Cooperative Behavior, Preferences, and Beliefs","13","list(given = c(""Florian"", ""Arno"", ""Roberto""), family = c(""Engl"", ""Riedl"", ""Weber""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""University of Cologne, Faculty of Management, Economics, and Social Sciences (email: )"", ""CESifo, IZA, Netspar and Maastricht University, Department of Microeconomics and Public Economics (email: )"", ""Department of Economics, University of Zurich (email: )""))","1945-7685"
"1725","American Economic Journal: Microeconomics","2021-11-01","10.1257/mic.20200050","4","The Market for Online Influence","13","list(given = c(""Itay P."", ""Andrea""), family = c(""Fainmesser"", ""Galeotti""), sequence = c(""first"", ""additional""), affiliation.name = c(""The Johns Hopkins Carey Business School and Department of Economics, Johns Hopkins University (email: )"", ""London Business School (email: )""))","1945-7685"
"1726","American Economic Journal: Microeconomics","2010-08-01","10.1257/mic.2.3.186","3","Money, Political Ambition, and the Career Decisions of Politicians","2","list(given = c(""Michael P"", ""Antonio""), family = c(""Keane"", ""Merlo""), sequence = c(""first"", ""additional""), affiliation.name = c(""Faculty of Business, University of Technology Sydney, PO Box 123, Broadway NSW 2007, Australia and visiting research professor at Arizona State University."", ""Department of Economics, University of Pennsylvania, 3718 Locust Walk, Philadelphia, PA 19104.""))","1945-7685"
"1727","American Economic Journal: Microeconomics","2013-05-01","10.1257/mic.5.2.99","2","Preference Signaling in Matching Markets","5","list(given = c(""Peter"", ""Alexey"", ""Muriel""), family = c(""Coles"", ""Kushnir"", ""Niederle""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Harvard Business School, HBS Baker Library 439, Boston, MA 02163."", ""Department of Economics, University of Zürich, Blümlisalpstrasse 10, CH-8006 Zürich, Switzerland."", ""Department of Economics, Stanford University, 579 Serra Mall, Stanford, CA 94305-6072.""))","1945-7685"
"1728","American Economic Journal: Microeconomics","2021-11-01","10.1257/mic.20190005","4","Optimal Financial Exclusion","13","list(given = c(""Cyril"", ""Erwan""), family = c(""Monnet"", ""Quintin""), sequence = c(""first"", ""additional""), affiliation.name = c(""BIS, University of Bern and SZ Gerzensee (email: )"", ""University of Wisconsin–Madison (email: )""))","1945-7685"
"1729","American Economic Journal: Microeconomics","2010-08-01","10.1257/mic.2.3.106","3","Which Inequality? The Inequality of Endowments versus the Inequality of Rewards","2","list(given = c(""Ed"", ""Tatiana""), family = c(""Hopkins"", ""Kornienko""), sequence = c(""first"", ""additional""), affiliation.name = c(""School of Economics, University of Edinburgh, Edinburgh EH8 9JT, UK."", ""School of Economics, University of Edinburgh, Edinburgh EH8 9JT, UK.""))","1945-7685"
"1730","American Economic Journal: Microeconomics","2011-02-01","10.1257/mic.3.1.1","1","Strategic Entry Deterrence and the Behavior of Pharmaceutical Incumbents Prior to Patent Expiration","3","list(given = c(""Glenn"", ""Sara Fisher""), family = c(""Ellison"", ""Ellison""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Massachusetts Institute of Technology, 50 Memorial Drive, Cambridge, MA 02142 and National Bureau of Economic Research."", ""Department of Economics, Massachusetts Institute of Technology, 50 Memorial Drive, Cambridge, MA 02142.""))","1945-7685"
"1731","American Economic Journal: Microeconomics","2010-02-01","10.1257/mic.2.1.86","1","Social Reinforcement: Cascades, Entrapment, and Tipping","2","list(given = c(""Geoffrey"", ""Howard""), family = c(""Heal"", ""Kunreuther""), sequence = c(""first"", ""additional""), affiliation.name = c(""Columbia Business School, 616 Uris Hall, 3022 Broadway, New York, NY 10027-6902."", ""Wharton School of the University of Pennsylvania, Philadelphia, PA.""))","1945-7685"
"1732","American Economic Journal: Microeconomics","2011-08-01","10.1257/mic.3.3.164","3","Equilibrium Selection in the Repeated Prisoner's Dilemma: Axiomatic Approach and Experimental Evidence","3","list(given = c(""Matthias"", ""Peter"", ""Giancarlo""), family = c(""Blonski"", ""Ockenfels"", ""Spagnolo""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, J. W. Goethe University, Frankfurt am Main, 60323 Frankfurt, Germany."", ""Department of Finance, J. W. Goethe University, Frankfurt am Main, 60323 Frankfurt, Germany."", ""University of Rome Tor Vergata, SITE-Stockholm School of Economics, EIEF, and CEPR.""))","1945-7685"
"1733","American Economic Journal: Microeconomics","2012-05-01","10.1257/mic.4.2.1","2","To Review or Not to Review? Limited Strategic Thinking at the Movie Box Office","4","list(given = c(""Alexander L"", ""Colin F"", ""Dan""), family = c(""Brown"", ""Camerer"", ""Lovallo""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, Texas A&M University, 4228 TAMU, College Station, TX 77843."", ""Division for the Humanities and Social Sciences, California Institute of Technology, MC 228-77, Pasadena, CA 91125."", ""The University of Sydney Business School, H10–Storie Dixson Wing Building, The University of Sydney, Sydney, NSW 2006 Australia.""
))","1945-7685"
"1734","American Economic Journal: Microeconomics","2018-02-01","10.1257/mic.20150178","1","Incomplete Disclosure: Evidence of Signaling and Countersignaling","10","list(given = c(""Benjamin B."", ""Ginger Zhe"", ""Phillip"", ""Alexander J."", ""Ben""), family = c(""Bederson"", ""Jin"", ""Leslie"", ""Quinn"", ""Zou""), sequence = c(""first"", ""additional"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Department of Computer Science, University of Maryland, 2117D Hornbake Library, College Park, MD 20742 (email: )"", ""Department of Economics, University of Maryland, 3114 Tydings Hall, College Park, MD 20742, and NBER (email: )"", ""1092 Nowita Pl, Venice, CA 90291 (email: )"", 
""School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN 47907 (e-mail: )"", ""Department of Economics, Michigan State University, 110 Marshall-Adams Hall, East Lansing, MI 48824 (email: )""))","1945-7685"
"1735","American Economic Journal: Microeconomics","2011-08-01","10.1257/mic.3.3.1","3","Testing Game Theory in the Field: Swedish LUPI Lottery Games","3","list(given = c(""Robert"", ""Joseph"", ""Eileen Y"", ""Colin F""), family = c(""Östling"", ""Tao-yi Wang"", ""Chou"", ""Camerer""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Institute for International Economic Studies, Stockholm University, SE-106 91 Stockholm, Sweden."", ""Department of Economics, National Taiwan University, 21 Hsu-Chow Road, Taipei 100, Taiwan."", ""Management and Organization, Kellogg School of Management, Northwestern University, Evanston, IL 60201."", 
""Division for the Humanities and Social Sciences, MC 228-77, California Institute of Technology, Pasadena, CA 91125.""))","1945-7685"
"1736","American Economic Journal: Microeconomics","2013-08-01","10.1257/mic.5.3.206","3","Pricing Payment Cards","5","list(given = c(""Özlem"", ""Emilio""), family = c(""Bedre-Defolie"", ""Calvano""), sequence = c(""first"", ""additional""), affiliation.name = c(""European School of Management and Technology, Schlossplatz 1, 10178, Berlin, Germany."", ""Department of Economics, Bocconi University and IGIER, Via Guglielmo Röntgen 1, 20136, Milan, Italy.""))","1945-7685"
"1737","American Economic Journal: Microeconomics","2014-02-01","10.1257/mic.6.1.290","1","The Coordination Value of Monetary Exchange: Experimental Evidence","6","list(given = c(""Gabriele"", ""Marco""), family = c(""Camera"", ""Casari""), sequence = c(""first"", ""additional""), affiliation.name = c(""Economic Science Institute, Chapman University, One University Drive, Orange, CA 92866 (e-mail: )"", ""University of Bologna, Department of Economics, Piazza Scaravilli 2, 40126 Bologna, Italy (e-mail: )""))","1945-7685"
"1738","American Economic Journal: Microeconomics","2016-11-01","10.1257/mic.20150126","4","The Dynamic Free Rider Problem: A Laboratory Study","8","list(given = c(""Marco"", ""Salvatore"", ""Thomas R.""), family = c(""Battaglini"", ""Nunnari"", ""Palfrey""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, Cornell University, Uris Hall, Ithaca, NY 14850 (e-mail: )"", ""Department of Economics, Bocconi University, Via Roentgen 1, 20136 Milano, Italy, and Innocenzo Gasparini Institute for Economic Research (IGIER) (e-mail: )"", ""Division of the Humanities and Social Sciences, California Institute of Technology, MC 228-77, Pasadena, CA 91125 ()""
))","1945-7685"
"1739","American Economic Journal: Microeconomics","2018-08-01","10.1257/mic.20160253","3","Multiple Activities in Networks","10","list(given = c(""Ying-Ju"", ""Yves"", ""Junjie""), family = c(""Chen"", ""Zenou,"", ""Zhou""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""School of Business and Management and School of Engineering, The Hong Kong University of Science and Technology, Hong Kong (email: )"", ""Department of Economics, Monash University, 900 Dandenong Road, Caulfield East VIC 3145, Australia, and IFN, Sweden (email: )"", ""Department of Economics, National University of Singapore, 1 Arts Link, Singapore 117570 (email: )""
))","1945-7685"
"1740","American Economic Journal: Microeconomics","2019-02-01","10.1257/mic.20160359","1","The Risk of Failure: Trial and Error Learning and Long-Run Performance","11","list(given = c(""Steven"", ""Niko""), family = c(""Callander"", ""Matouschek""), sequence = c(""first"", ""additional""), affiliation.name = c(""Graduate School of Business, Stanford University, Knight Management Center, 655 Knight Way, Stanford CA 94306 (email: )"", ""Kellogg School of Management, Northwestern University, 2211 Campus Dr., Evanston IL 60208 (email: )""))","1945-7685"
"1741","American Economic Journal: Microeconomics","2020-05-01","10.1257/mic.20180182","2","Competition, Product Proliferation, and Welfare: A Study of the US Smartphone Market","12","list(given = c(""Ying"", ""Chenyu""), family = c(""Fan"", ""Yang""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, University of Michigan, 611 Tappan Street, Ann Arbor, MI 48109, CEPR and NBER (email: )"", ""Simon Business School, University of Rochester, Rochester, NY 14627 (email: )""))","1945-7685"
"1742","American Economic Journal: Microeconomics","2019-02-01","10.1257/mic.20160304","1","The Impact of Monitoring in Infinitely Repeated Games: Perfect, Public, and Private","11","list(given = c(""Masaki"", ""V."", ""Guillaume R.""), family = c(""Aoyagi"", ""Bhaskar"", ""Fréchette""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Osaka University, ISER, Osaka University, 6-1 Mihogaoka, Ibaraki, Osaka 567-0047, Japan (email: )"", ""University of Texas at Austin, 2225 Speedway Stop C3100, Austin, TX 78731 (email: )"", ""New York University, 19 West 4th St., New York, NY 10012 (email: )""))","1945-7685"
"1743","American Economic Journal: Microeconomics","2016-02-01","10.1257/mic.20140147","1","Falling Dominoes: A Theory of Rare Events and Crisis Contagion","8","list(given = c(""Heng"", ""Wing""), family = c(""Chen"", ""Suen""), sequence = c(""first"", ""additional""), affiliation.name = c(""School of Economics and Finance, University of Hong Kong, KKL 915, Pokfulam, Hong Kong (e-mail: )"", ""School of Economics and Finance, University of Hong Kong, KKL 1014, Pokfulam, Hong Kong (e-mail: )""))","1945-7685"
"1744","American Economic Journal: Microeconomics","2019-05-01","10.1257/mic.20170154","2","Cream Skimming and Information Design in Matching Markets","11","list(given = c(""Gleb"", ""Alex""), family = c(""Romanyuk"", ""Smolin""), sequence = c(""first"", ""additional""), affiliation.name = c(""Harvard University, 1805 Cambridge St, Cambridge, MA 02138 (email: )"", ""University of Bonn, Lennéstraße 37, 53113, Bonn, Germany (email: )""))","1945-7685"
"1745","American Economic Journal: Microeconomics","2010-02-01","10.1257/mic.2.1.112","1","Naïve Learning in Social Networks and the Wisdom of Crowds","2","list(given = c(""Benjamin"", ""Matthew O""), family = c(""Golub"", ""Jackson""), sequence = c(""first"", ""additional""), affiliation.name = c(""Graduate School of Business, Stanford University, Stanford, CA 94305-5015."", ""Department of Economics, Stanford University, Stanford, CA 94305-6072 and the Santa Fe Institute.""))","1945-7685"
"1746","American Economic Journal: Microeconomics","2020-08-01","10.1257/mic.20180052","3","Image versus Information: Changing Societal Norms and Optimal Privacy","12","list(given = c(""S. Nageeb"", ""Roland""), family = c(""Ali"", ""Bénabou""), sequence = c(""first"", ""additional""), affiliation.name = c(""Pennsylvania State University, 411 Kern Building, University Park, PA 16802 (email: )"", ""Princeton University, 286 Julis Romo Rabinowitz, Princeton, NJ 08544, NBER, CEPR, IZA, CIFAR, BREAD, THRED, and BRIQ (email: )""))","1945-7685"
"1747","American Economic Journal: Microeconomics","2018-08-01","10.1257/mic.20150259","3","A Pseudo-Market Approach to Allocation with Priorities","10","list(given = c(""Yinghua"", ""Antonio"", ""Marek"", ""Jianye""), family = c(""He"", ""Miralles"", ""Pycia"", ""Yan""), sequence = c(""first"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, Rice University, 6100 Main Street, Houston, TX 77005 and Toulouse School of Economics, Université Toulouse 1 Capitole (email: )"", ""Department of Economics, Universitat Autonoma de Barcelona; affiliated Professor at Barcelona Graduate School of Economics. Campus Bellaterra Edifici B, Room B3-196, 08193 Cerdanyola del Vallès, Spain (email: )"", 
""Department of Economics, University of Zurich. Blümlisalpstrasse 10, 8006 Zurich, Switzerland (email: )"", ""Center for New Structural Economics, Peking University; 5 Yiheyuan Road, Haidian Qu, Beijing 100871, China, and School of Banking and Finance, University of International Business & Economics, 10 Huixin East Street, Chaoyang Qu, Beijing 100029, China (email: )""))","1945-7685"
"1748","American Economic Journal: Microeconomics","2010-05-01","10.1257/mic.2.2.191","2","Public Goods, Social Pressure, and the Choice Between Privacy and Publicity","2","list(given = c(""Andrew F"", ""Jennifer F""), family = c(""Daughety"", ""Reinganum""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics and Law School, Vanderbilt University, VU Station B #351819, 2301 Vanderbilt Place, Nashville, TN 37235–1819."", ""Department of Economics and Law School, Vanderbilt University, VU Station B #351819, 2301 Vanderbilt Place, Nashville, TN 37235–1819.""))","1945-7685"
"1749","American Economic Journal: Microeconomics","2015-11-01","10.1257/mic.20140161","4","Collective Dynamic Choice: The Necessity of Time Inconsistency","7","list(given = c(""Matthew O."", ""Leeat""), family = c(""Jackson"", ""Yariv""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Stanford University, 579 Serra Mall, Stanford, CA 94305, the Santa Fe Institute, and Canadian Institute for Advanced Research (CIFAR) (e-mail: )"", ""Division of the Humanities and Social Sciences, Caltech. 1200 East California Blvd., Pasadena, CA 91125 (e-mail: )""))","1945-7685"
"1750","American Economic Journal: Microeconomics","2017-02-01","10.1257/mic.20150138","1","Power Dynamics in Organizations","9","list(given = c(""Jin"", ""Niko"", ""Michael""), family = c(""Li"", ""Matouschek"", ""Powell""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Kellogg School of Management, Northwestern University, 2001 Sheridan Road, Evanston, IL 60208 (e-mail: )"", ""Kellogg School of Management, Northwestern University, 2001 Sheridan Road, Evanston, IL 60208 (e-mail: )"", ""Kellogg School of Management, Northwestern University, 2001 Sheridan Road, Evanston, IL 60208 (e-mail: )""))","1945-7685"
